method,pde,dim,mse_domain,mse_boundary,tree_size,rank
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,1.2403196400,0.0000000000,7,1
PISR-NSGA-II,Troesch,1,18.4177457540,0.0000000000,3,2
PISR-NSGA-II,Troesch,1,3.0286312220,0.0000000000,4,1
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,268.8821277378,0.0000000000,2,2
PISR-NSGA-II,Troesch,1,268.8821277378,0.0000000000,2,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,268.8821277378,0.0000000000,2,2
PISR-NSGA-II,Troesch,1,268.8821277378,0.0000000000,2,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
PISR-NSGA-II,Troesch,1,576.9074480663,0.0000000000,1,2
