gen,best_mse_domain,best_mse_boundary,best_total_mse,best_val_mse
0,0.0472084,0,0.0472084,0.000155894
1,0.042337,0,0.042337,1.1936e-05
2,0.042337,0,0.042337,1.1936e-05
3,0.042337,0,0.042337,1.1936e-05
4,0.042337,0,0.042337,1.1936e-05
5,0.042337,0,0.042337,1.1936e-05
6,0.042337,0,0.042337,1.1936e-05
7,0.042337,0,0.042337,1.1936e-05
8,0.042337,0,0.042337,1.1936e-05
9,0.042337,0,0.042337,1.1936e-05
10,0.042337,0,0.042337,1.1936e-05
11,0.042337,0,0.042337,1.1936e-05
12,0.042337,0,0.042337,1.1936e-05
13,0.042337,0,0.042337,1.1936e-05
14,0.042337,0,0.042337,1.1936e-05
15,0.042337,0,0.042337,1.1936e-05
16,0.042337,0,0.042337,1.1936e-05
17,0.042337,0,0.042337,1.1936e-05
18,0.042337,0,0.042337,1.1936e-05
19,0.042337,0,0.042337,1.1936e-05
20,0.042337,0,0.042337,1.1936e-05
21,0.042337,0,0.042337,1.1936e-05
22,0.042337,0,0.042337,1.1936e-05
23,0.042337,0,0.042337,1.1936e-05
24,0.042337,0,0.042337,1.1936e-05
25,0.0428358,0,0.0428358,5.01632e-06
26,0.0428358,0,0.0428358,1.85356e-06
27,0.0428358,0,0.0428358,1.85356e-06
28,0.0428358,0,0.0428358,1.85356e-06
29,0.0428358,0,0.0428358,1.85356e-06
30,0.0428358,0,0.0428358,1.85356e-06
31,0.0428358,0,0.0428358,1.85356e-06
32,0.0428358,0,0.0428358,1.85356e-06
33,0.0428358,0,0.0428358,1.85356e-06
34,0.0428358,0,0.0428358,1.85356e-06
35,0.0428358,0,0.0428358,1.85356e-06
36,0.0428358,0,0.0428358,1.85356e-06
37,0.0428358,0,0.0428358,1.85356e-06
38,0.0428358,0,0.0428358,1.85356e-06
39,0.0428358,0,0.0428358,1.85356e-06
40,0.0428358,0,0.0428358,1.85356e-06
41,0.0428358,0,0.0428358,1.85356e-06
42,0.0428358,0,0.0428358,1.85356e-06
43,0.0428358,0,0.0428358,1.85356e-06
44,0.0428358,0,0.0428358,1.85356e-06
45,0.0428358,0,0.0428358,1.85356e-06
46,0.0428358,0,0.0428358,1.85356e-06
47,0.0428358,0,0.0428358,1.85356e-06
48,0.0428358,0,0.0428358,1.85356e-06
49,0.0428358,0,0.0428358,1.85356e-06
50,0.0389411,0,0.0389411,1.85356e-06
51,0.0389411,0,0.0389411,1.85356e-06
52,0.0389411,0,0.0389411,1.85356e-06
53,0.0389411,0,0.0389411,1.85356e-06
54,0.0389411,0,0.0389411,1.85356e-06
55,0.0389411,0,0.0389411,1.85356e-06
56,0.0389411,0,0.0389411,1.85356e-06
57,0.0389411,0,0.0389411,1.85356e-06
58,0.0389411,0,0.0389411,1.85356e-06
59,0.0389411,0,0.0389411,1.85356e-06
60,0.0389411,0,0.0389411,1.85356e-06
61,0.0389411,0,0.0389411,1.85356e-06
62,0.0389411,0,0.0389411,1.85356e-06
63,0.0389411,0,0.0389411,1.85356e-06
64,0.0389411,0,0.0389411,1.85356e-06
65,0.0389411,0,0.0389411,1.85356e-06
66,0.0389411,0,0.0389411,1.85356e-06
67,0.0389411,0,0.0389411,1.85356e-06
68,0.0389411,0,0.0389411,1.85356e-06
69,0.0389411,0,0.0389411,1.85356e-06
70,0.0389411,0,0.0389411,1.85356e-06
71,0.0389411,0,0.0389411,1.85356e-06
72,0.0389411,0,0.0389411,1.85356e-06
73,0.0389411,0,0.0389411,1.85356e-06
74,0.0389411,0,0.0389411,1.85356e-06
75,0.0353661,0,0.0353661,1.85356e-06
76,0.0353661,0,0.0353661,1.85356e-06
77,0.0353661,0,0.0353661,1.85356e-06
78,0.0353661,0,0.0353661,1.85356e-06
79,0.0353661,0,0.0353661,1.85356e-06
80,0.0353661,0,0.0353661,1.85356e-06
81,0.0353661,0,0.0353661,1.85356e-06
82,0.0353661,0,0.0353661,1.85356e-06
83,0.0353661,0,0.0353661,1.85356e-06
84,0.0353661,0,0.0353661,1.85356e-06
85,0.0353661,0,0.0353661,1.85356e-06
86,0.0353661,0,0.0353661,1.85356e-06
87,0.0353661,0,0.0353661,1.85356e-06
88,0.0353661,0,0.0353661,1.85356e-06
89,0.0353661,0,0.0353661,1.85356e-06
90,0.0353661,0,0.0353661,1.85356e-06
91,0.0353661,0,0.0353661,1.85356e-06
92,0.0353661,0,0.0353661,1.85356e-06
93,0.0353661,0,0.0353661,1.85356e-06
94,0.0353661,0,0.0353661,1.85356e-06
95,0.0353661,0,0.0353661,1.85356e-06
96,0.0353661,0,0.0353661,1.85356e-06
97,0.0353661,0,0.0353661,1.85356e-06
98,0.0353661,0,0.0353661,1.85356e-06
99,0.0353661,0,0.0353661,1.85356e-06
100,0.0316132,0,0.0316132,1.85356e-06
101,0.0316132,0,0.0316132,1.85356e-06
102,0.0316132,0,0.0316132,1.85356e-06
103,0.0316132,0,0.0316132,1.85356e-06
104,0.0316132,0,0.0316132,1.85356e-06
105,0.0316132,0,0.0316132,1.85356e-06
106,0.0316132,0,0.0316132,1.85356e-06
107,0.0316132,0,0.0316132,1.85356e-06
108,0.0316132,0,0.0316132,1.85356e-06
109,0.0316132,0,0.0316132,1.85356e-06
110,0.0316132,0,0.0316132,1.85356e-06
111,0.0316132,0,0.0316132,1.85356e-06
112,0.0316132,0,0.0316132,1.85356e-06
113,0.0316132,0,0.0316132,1.85356e-06
114,0.0316132,0,0.0316132,1.85356e-06
115,0.0316132,0,0.0316132,1.85356e-06
116,0.0316132,0,0.0316132,1.85356e-06
117,0.0316132,0,0.0316132,1.85356e-06
118,0.0316132,0,0.0316132,1.85356e-06
119,0.0316132,0,0.0316132,1.85356e-06
120,0.0316132,0,0.0316132,1.85356e-06
121,0.0316132,0,0.0316132,1.85356e-06
122,0.0316132,0,0.0316132,1.85356e-06
123,0.0316132,0,0.0316132,1.85356e-06
124,0.0316132,0,0.0316132,1.85356e-06
125,0.0248108,0,0.0248108,1.85356e-06
126,0.0248106,0,0.0248106,1.85356e-06
127,0.0248106,0,0.0248106,1.85356e-06
128,0.0248106,0,0.0248106,1.85356e-06
129,0.0248106,0,0.0248106,1.85356e-06
130,0.0248106,0,0.0248106,1.85356e-06
131,0.0248106,0,0.0248106,1.85356e-06
132,0.0248106,0,0.0248106,1.85356e-06
133,0.0248106,0,0.0248106,1.85356e-06
134,0.0248106,0,0.0248106,1.85356e-06
135,0.0248106,0,0.0248106,1.85356e-06
136,0.0248106,0,0.0248106,1.85356e-06
137,0.0167498,0,0.0167498,1.85356e-06
138,0.0167498,0,0.0167498,1.85356e-06
139,0.0167498,0,0.0167498,1.85356e-06
140,0.0167498,0,0.0167498,1.85356e-06
141,0.0167498,0,0.0167498,1.85356e-06
142,0.0167498,0,0.0167498,1.85356e-06
143,0.0167498,0,0.0167498,1.85356e-06
144,0.0155674,0,0.0155674,1.85356e-06
145,0.0155674,0,0.0155674,1.85356e-06
146,0.0155674,0,0.0155674,1.85356e-06
147,0.0155674,0,0.0155674,1.85356e-06
148,0.0155674,0,0.0155674,1.85356e-06
149,0.00399025,0,0.00399025,1.85356e-06
150,0.00417931,0,0.00417931,1.85356e-06
151,0.00417931,0,0.00417931,1.85356e-06
152,0.00417931,0,0.00417931,1.85356e-06
153,0.00417931,0,0.00417931,1.85356e-06
154,0.00417931,0,0.00417931,1.85356e-06
155,0.00417931,0,0.00417931,1.85356e-06
156,0.00417931,0,0.00417931,1.85356e-06
157,0.00417931,0,0.00417931,1.85356e-06
158,0.00417931,0,0.00417931,1.85356e-06
159,0.000157463,0,0.000157463,1.85356e-06
160,0.000157463,0,0.000157463,1.85356e-06
161,0.000157463,0,0.000157463,1.85356e-06
162,0.000157463,0,0.000157463,1.85356e-06
163,0.000157463,0,0.000157463,1.85356e-06
164,0.000157463,0,0.000157463,1.85356e-06
165,0.000157463,0,0.000157463,1.85356e-06
166,0.000157463,0,0.000157463,1.85356e-06
167,0.000157463,0,0.000157463,1.85356e-06
168,0.000157463,0,0.000157463,1.85356e-06
169,0.000157463,0,0.000157463,1.85356e-06
170,0.000157463,0,0.000157463,1.85356e-06
171,0.000157463,0,0.000157463,1.85356e-06
172,0.000157463,0,0.000157463,1.85356e-06
173,0.000157463,0,0.000157463,1.85356e-06
174,0.000157463,0,0.000157463,1.85356e-06
175,0.000111398,0,0.000111398,1.85356e-06
176,0.000111398,0,0.000111398,1.85356e-06
177,0.000111398,0,0.000111398,1.85356e-06
178,0.000111398,0,0.000111398,1.85356e-06
179,0.000111398,0,0.000111398,1.85356e-06
180,0.000111398,0,0.000111398,1.85356e-06
181,0.000111398,0,0.000111398,1.85356e-06
182,0.000111398,0,0.000111398,1.85356e-06
183,0.000111398,0,0.000111398,1.85356e-06
184,0.000111398,0,0.000111398,1.85356e-06
185,0.000111398,0,0.000111398,1.85356e-06
186,0.000111398,0,0.000111398,1.85356e-06
187,0.000111398,0,0.000111398,1.85356e-06
188,0.000111398,0,0.000111398,1.85356e-06
189,0.000111398,0,0.000111398,1.85356e-06
190,0.000111398,0,0.000111398,1.85356e-06
191,0.000111398,0,0.000111398,1.85356e-06
192,0.000111398,0,0.000111398,1.85356e-06
193,0.000111398,0,0.000111398,1.85356e-06
194,0.000111398,0,0.000111398,1.85356e-06
195,0.000111398,0,0.000111398,1.85356e-06
196,0.000111398,0,0.000111398,1.85356e-06
197,0.000111398,0,0.000111398,1.85356e-06
198,0.000111398,0,0.000111398,1.85356e-06
199,0.000111398,0,0.000111398,1.85356e-06
200,8.04233e-05,0,8.04233e-05,1.85356e-06
201,8.04233e-05,0,8.04233e-05,1.85356e-06
202,8.04233e-05,0,8.04233e-05,1.85356e-06
203,8.04233e-05,0,8.04233e-05,1.85356e-06
204,8.04233e-05,0,8.04233e-05,1.85356e-06
205,8.04233e-05,0,8.04233e-05,1.85356e-06
206,8.04233e-05,0,8.04233e-05,1.85356e-06
207,8.04233e-05,0,8.04233e-05,1.85356e-06
208,8.04233e-05,0,8.04233e-05,1.85356e-06
209,8.04233e-05,0,8.04233e-05,1.85356e-06
210,8.04233e-05,0,8.04233e-05,1.85356e-06
211,8.04233e-05,0,8.04233e-05,1.85356e-06
212,8.04233e-05,0,8.04233e-05,1.85356e-06
213,8.04233e-05,0,8.04233e-05,1.85356e-06
214,8.04233e-05,0,8.04233e-05,1.85356e-06
215,8.04233e-05,0,8.04233e-05,1.85356e-06
216,8.04233e-05,0,8.04233e-05,1.85356e-06
217,8.04233e-05,0,8.04233e-05,1.85356e-06
218,8.04233e-05,0,8.04233e-05,1.85356e-06
219,8.04233e-05,0,8.04233e-05,1.85356e-06
220,8.04233e-05,0,8.04233e-05,1.85356e-06
221,8.04233e-05,0,8.04233e-05,1.85356e-06
222,8.04233e-05,0,8.04233e-05,1.85356e-06
